_id,timestamp,message.hostname,message.pose.H[0][0],message.pose.H[0][1],message.pose.H[0][2],message.pose.H[0][3],message.pose.H[1][0],message.pose.H[1][1],message.pose.H[1][2],message.pose.H[1][3],message.pose.H[2][0],message.pose.H[2][1],message.pose.H[2][2],message.pose.H[2][3],message.pose.H[3][0],message.pose.H[3][1],message.pose.H[3][2],message.pose.H[3][3],message.pose.R[0][0],message.pose.R[0][1],message.pose.R[0][2],message.pose.R[1][0],message.pose.R[1][1],message.pose.R[1][2],message.pose.R[2][0],message.pose.R[2][1],message.pose.R[2][2],message.pose.attitude[0],message.pose.attitude[1],message.pose.attitude[2],message.pose.attitude_along_z,message.pose.attitude_deg[0],message.pose.attitude_deg[1],message.pose.attitude_deg[2],message.pose.position[0],message.pose.position[1],message.pose.position[2],message.timecode,message.timestamp
68f65b23c658f28f7d093768,2025-10-20T15:54:11.770Z,raspberrypi,0.99999997614889,-0.00003727683882736592,-0.00021520375490912078,-0.00006177210815830336,0.000037191452441077974,0.9999999205990134,-0.00039676033370071297,-0.00032317367529460794,0.00021521852779282492,0.00039675232049718353,0.9999998981342855,-0.0002543312667966159,0,0,0,0.9999999999999999,0.99999997614889,-0.00003727683882736592,-0.00021520375490912078,0.000037191452441077974,0.9999999205990134,-0.00039676033370071297,0.00021521852779282492,0.00039675232049718353,0.9999998981342855,0.00039676035329781403,-0.00021520375657023045,0.000037276839699277586,0.00003719145331098763,0.022732693722084196,-0.012330266986834966,0.0021358055883543225,-0.00006177210815830336,-0.00032317367529460794,-0.0002543312667966159,33111.85,2025-10-06T07:11:51.853Z
68f65b23c658f28f7d093775,2025-10-20T15:54:11.808Z,raspberrypi,0.9999999896006317,-0.000016546035568516123,-0.00014326536335110534,-0.00003401558043814035,0.000016498291708368524,0.9999999443362866,-0.0003332494998844565,-0.0002635863051595466,0.00014327086933445466,0.00033324713278507336,0.9999999342099009,-0.0001861292912009742,0,0,0,0.9999999999999999,0.9999999896006317,-0.000016546035568516123,-0.00014326536335110534,0.000016498291708368524,0.9999999443362866,-0.0003332494998844565,0.00014327086933445466,0.00033324713278507336,0.9999999342099009,0.0003332495094726075,-0.00014326536384119147,0.000016546035739056375,0.000016498291878443426,0.019093790417585358,-0.008208500698506423,0.0009480180155205542,-0.00003401558043814035,-0.0002635863051595466,-0.0001861292912009742,33111.89,2025-10-06T07:11:51.896Z
68f65b23c658f28f7d093780,2025-10-20T15:54:11.838Z,raspberrypi,0.9999999826397613,-0.000046981871275713316,-0.00018031411477670382,-0.0000581863534230842,0.000046934696517805686,0.999999964675859,-0.0002616207449982462,-0.0003014772727654158,0.0001803263998395062,0.00026161227746833427,0.9999999495207015,-0.0002424289988213423,0,0,0,0.9999999999999999,0.9999999826397613,-0.000046981871275713316,-0.00018031411477670382,0.000046934696517805686,0.999999964675859,-0.0002616207449982462,0.0001803263998395062,0.00026161227746833427,0.9999999495207015,0.00026162075223576446,-0.00018031411575380145,0.00004698187205669288,0.00004693469729813962,0.014989764936147098,-0.010331237819326213,0.0026918629824721186,-0.0000581863534230842,-0.0003014772727654158,-0.0002424289988213423,33111.93,2025-10-06T07:11:51.933Z
68f65b23c658f28f7d09378c,2025-10-20T15:54:11.880Z,raspberrypi,0.9999999822097068,-0.0001184795024911071,-0.00014677599325858186,0.00001689236551991047,0.00011843841458651077,0.9999999538104672,-0.0002799132076758639,-0.0002426350566541724,0.00014680915045667893,0.000279895818780393,0.9999999500527005,-0.0001889977916091046,0,0,0,0.9999999999999999,0.9999999822097068,-0.0001184795024911071,-0.00014677599325858186,0.00011843841458651077,0.9999999538104672,-0.0002799132076758639,0.00014680915045667893,0.000279895818780393,0.9999999500527005,0.0002799132143462417,-0.0001467759937855859,0.00011847950404445635,0.00011843841613976038,0.01603784581198042,-0.00840964497775247,0.006788375540550516,0.00001689236551991047,-0.0002426350566541724,-0.0001889977916091046,33111.97,2025-10-06T07:11:51.974Z
68f65b23c658f28f7d093798,2025-10-20T15:54:11.918Z,raspberrypi,0.9999999439613221,0.0000026363980148984873,-0.0003347691761015753,0.000013236291150048318,-0.0000027553144894988186,0.9999999369058113,-0.00035521934218340443,-0.00022786579557243503,0.0003347682184800665,0.0003552202446717413,0.9999998808744016,-0.00014373454474783898,0,0,0,0.9999999999999999,0.9999999439613221,0.0000026363980148984873,-0.0003347691761015753,-0.0000027553144894988186,0.9999999369058113,-0.00035521934218340443,0.0003347682184800665,0.0003552202446717413,0.9999998808744016,0.00035521936955850396,-0.0003347691823545284,-0.000002636398162652091,-0.0000027553146438960363,0.02035257067700015,-0.019180861259959908,-0.00015105448783600957,0.000013236291150048318,-0.00022786579557243503,-0.00014373454474783898,33112.01,2025-10-06T07:11:52.013Z
68f65b23c658f28f7d0937a4,2025-10-20T15:54:11.961Z,raspberrypi,0.9999999391053283,-0.00004474946721706773,-0.0003461023308170237,-0.0000375759817835275,0.00004462798829620155,0.9999999374067928,-0.00035099109933554867,-0.00026279689572589193,0.00034611801581804546,0.0003509756321113256,0.9999998785092048,-0.00022584706736080096,0,0,0,0.9999999999999999,0.9999999391053283,-0.00004474946721706773,-0.0003461023308170237,0.00004462798829620155,0.9999999374067928,-0.00035099109933554867,0.00034611801581804546,0.0003509756321113256,0.9999998785092048,0.00035099112756431695,-0.00034610233772677416,0.000044749469912317365,0.00004462799098418052,0.020110310255973256,-0.019830203231355606,0.002563955761423447,-0.0000375759817835275,-0.00026279689572589193,-0.00022584706736080096,33112.05,2025-10-06T07:11:52.056Z
68f65b23c658f28f7d0937b0,2025-10-20T15:54:11.999Z,raspberrypi,0.9999999762589986,0.0000015865378173496192,-0.0002178978764129566,-0.000040336548058572674,-0.0000016445957530818831,0.9999999645019902,-0.0002664457040436839,-0.00021956807191064742,0.00021789744595190216,0.0002664460560718707,0.9999999407635993,-0.00019172439241440652,0,0,0,0.9999999999999999,0.9999999762589986,0.0000015865378173496192,-0.0002178978764129566,-0.0000016445957530818831,0.9999999645019902,-0.0002664457040436839,0.00021789744595190216,0.0002664460560718707,0.9999999407635993,0.0002664457135216807,-0.0002178978781372365,-0.0000015865378549306413,-0.0000016445957921247515,0.015266214854144113,-0.012484628782119584,-0.00009090192312526461,-0.000040336548058572674,-0.00021956807191064742,-0.00019172439241440652,33112.09,2025-10-06T07:11:52.093Z
68f65b24c658f28f7d0937bc,2025-10-20T15:54:12.041Z,raspberrypi,0.9999999736246619,0.00001697733472993634,-0.00022904681771542033,-0.00003164640828079435,-0.000017034546135783007,0.9999999686596968,-0.00024978076236658404,-0.00024584086743045797,0.00022904256992547242,0.0002497846574871179,0.9999999425735612,-0.00023305640367471728,0,0,0,0.9999999999999999,0.9999999736246619,0.00001697733472993634,-0.00022904681771542033,-0.000017034546135783007,0.9999999686596968,-0.00024978076236658404,0.00022904256992547242,0.0002497846574871179,0.9999999425735612,0.00024978077151596083,-0.0002290468197181465,-0.00001697733517597113,-0.00001703454658342726,0.014311384011386085,-0.013123416080743638,-0.0009727296529621385,-0.00003164640828079435,-0.00024584086743045797,-0.00023305640367471728,33112.13,2025-10-06T07:11:52.134Z
68f65b24c658f28f7d0937c7,2025-10-20T15:54:12.079Z,raspberrypi,0.9999999920800665,-0.00002972301194737036,-0.00012229639399275922,0.000008846029233594566,0.000029697361032496166,0.9999999775635343,-0.0002097403071998661,-0.00020635345215325174,0.00012230262536255178,0.00020973667365875869,0.9999999705262971,-0.0002025895320434827,0,0,0,0.9999999999999999,0.9999999920800665,-0.00002972301194737036,-0.00012229639399275922,0.000029697361032496166,0.9999999775635343,-0.0002097403071998661,0.00012230262536255178,0.00020973667365875869,0.9999999705262971,0.00020974031030612791,-0.00012229639429761177,0.000029723012174071138,0.000029697361258966928,0.012017234574305372,-0.007007067242920942,0.0017030031519902416,0.000008846029233594566,-0.00020635345215325174,-0.0002025895320434827,33112.17,2025-10-06T07:11:52.173Z
68f65b24c658f28f7d0937d3,2025-10-20T15:54:12.118Z,raspberrypi,0.9999999907053588,-0.00004887617346443934,-0.00012728079651946986,0.00011189967505487175,0.000048854057085748147,0.9999999837107464,-0.0001737578412893521,-0.00011497779402530606,0.00012728928706456832,0.000173751621490848,0.9999999768039053,-0.00019458650027432507,0,0,0,0.9999999999999999,0.9999999907053588,-0.00004887617346443934,-0.00012728079651946986,0.000048854057085748147,0.9999999837107464,-0.0001737578412893521,0.00012728928706456832,0.000173751621490848,0.9999999768039053,0.00017375784357116883,-0.00012728079686313658,0.000048876173879631136,0.000048854057500962105,0.009955591093922338,-0.0072926524733196935,0.002800398482050419,0.00011189967505487175,-0.00011497779402530606,-0.00019458650027432507,33112.21,2025-10-06T07:11:52.213Z
