_id,timestamp,message.accel[0],message.accel[1],message.accel[2],message.compass[0],message.compass[1],message.compass[2],message.fusionPose[0],message.fusionPose[1],message.fusionPose[2],message.gyro[0],message.gyro[1],message.gyro[2],message.hostname,message.timecode,message.timestamp
694aa4f0446f6baaf8019233,2025-12-23T14:19:28.192Z,0.026108000427484512,0.02714500017464161,0.9744139909744263,-29.276287078857422,11.784926414489746,0.7000729441642761,0.027702584862709045,-0.02541530691087246,-2.822979688644409,-0.0008738529868423939,0.0008325502276420593,0.0002125287428498268,raspberrypi,59348.231,2025-12-17T15:29:08.242Z
694aa4f0446f6baaf8019236,2025-12-23T14:19:28.376Z,0.023729000240564346,0.028730999678373337,0.9745360016822815,-27.920629501342773,9.833941459655762,5.269658088684082,0.027744855731725693,-0.02539486438035965,-2.8227169513702393,0.0003478489816188812,-0.00008373986929655075,-0.00039830245077610016,raspberrypi,59348.252,2025-12-17T15:29:08.261Z
694aa4f0446f6baaf801923c,2025-12-23T14:19:28.743Z,0.024399999529123306,0.026534998789429665,0.9728279709815979,-26.836103439331055,8.273153305053711,8.925326347351074,0.027759363874793053,-0.025403235107660294,-2.8232803344726562,0.001264040358364582,-0.0006945459172129631,0.002350393682718277,raspberrypi,59348.273,2025-12-17T15:29:08.283Z
694aa4f0446f6baaf801923f,2025-12-23T14:19:28.743Z,0.0250099990516901,0.027998998761177063,0.9779520034790039,-25.968482971191406,7.02452278137207,11.849861145019531,0.027777254581451416,-0.025414733216166496,-2.824660301208496,0.00004230625927448273,-0.0003890814259648323,0.00021234620362520218,raspberrypi,59348.294,2025-12-17T15:29:08.303Z
694aa4f0446f6baaf8019245,2025-12-23T14:19:28.744Z,0.023302000015974045,0.0283649992197752,0.9745969772338867,-26.371986389160156,8.282418251037598,7.444288730621338,0.027804037556052208,-0.02533324994146824,-2.825072765350342,0.000042302533984184265,0.002665022388100624,0.001433955505490303,raspberrypi,59348.315,2025-12-17T15:29:08.323Z
694aa4f0446f6baaf8019248,2025-12-23T14:19:28.745Z,0.02391199953854084,0.025741999968886375,0.9753289818763733,-26.69478988647461,9.288734436035156,3.919830799102783,0.027776328846812248,-0.02527068741619587,-2.824793815612793,0.0000422988086938858,0.002359391190111637,0.00021220650523900986,raspberrypi,59348.336,2025-12-17T15:29:08.342Z
694aa4f0446f6baaf801924e,2025-12-23T14:19:28.746Z,0.025193000212311745,0.0260469987988472,0.9785619974136353,-22.842632293701172,7.629787445068359,9.209064483642578,0.02777838334441185,-0.025281088426709175,-2.8249521255493164,0.0012639230117201805,-0.00008406303822994232,-0.0007040314376354218,raspberrypi,59348.357,2025-12-17T15:29:08.363Z
694aa4f0446f6baaf8019251,2025-12-23T14:19:28.747Z,0.02403399907052517,0.02659599855542183,0.9735599756240845,-19.760906219482422,6.3026299476623535,13.440451622009277,0.027721580117940903,-0.02525889128446579,-2.8255250453948975,-0.002401066478341818,0.0005267569795250893,0.0008230628445744514,raspberrypi,59348.378,2025-12-17T15:29:08.383Z
694aa4f0446f6baaf8019257,2025-12-23T14:19:28.748Z,0.022630998864769936,0.02659599855542183,0.9755119681358337,-17.29552459716797,5.240903854370117,16.8255615234375,0.027719657868146896,-0.025225508958101273,-2.8265442848205566,0.000347798690199852,-0.0003895079717040062,0.00112839974462986,raspberrypi,59348.4,2025-12-17T15:29:08.403Z
694aa4f0446f6baaf801925a,2025-12-23T14:19:28.749Z,0.023972999304533005,0.027205999940633774,0.9752069711685181,-22.015220642089844,8.563523292541504,16.246448516845703,0.02773515321314335,-0.025244584307074547,-2.82588267326355,0.0006531756371259689,-0.0016111033037304878,0.0011283047497272491,raspberrypi,59348.421,2025-12-17T15:29:08.422Z
694aa4f0446f6baaf801925f,2025-12-23T14:19:28.750Z,0.024521999061107635,0.027205999940633774,0.9749019742012024,-25.790977478027344,11.22161865234375,15.783158302307129,0.027739394456148148,-0.025207525119185448,-2.8243956565856934,0.00004230719059705734,0.0017485087737441063,-0.0003988239914178848,raspberrypi,59348.442,2025-12-17T15:29:08.443Z
694aa4f0446f6baaf8019263,2025-12-23T14:19:28.751Z,0.024156000465154648,0.028303999453783035,0.9748409986495972,-25.227582931518555,10.128094673156738,13.903326988220215,0.027759646996855736,-0.025211865082383156,-2.8234705924987793,-0.00026310328394174576,-0.0006948933005332947,0.000212022103369236,raspberrypi,59348.452,2025-12-17T15:29:08.463Z
694aa4f0446f6baaf8019268,2025-12-23T14:19:28.752Z,0.024887999519705772,0.02848699875175953,0.9756949543952942,-24.79366683959961,9.253275871276855,12.39946174621582,0.02778295986354351,-0.025224968791007996,-2.8230252265930176,-0.000263080932199955,-0.0003894288092851639,0.00021200347691774368,raspberrypi,59348.473,2025-12-17T15:29:08.484Z
694aa4f0446f6baaf801926c,2025-12-23T14:19:28.753Z,0.024156000465154648,0.025863999500870705,0.9747799634933472,-24.446533203125,8.553421020507812,11.196369171142578,0.027753261849284172,-0.02515704184770584,-2.8229708671569824,-0.0002630585804581642,0.002970079891383648,-0.0010096412152051926,raspberrypi,59348.494,2025-12-17T15:29:08.503Z
694aa4f0446f6baaf8019271,2025-12-23T14:19:28.754Z,0.0250099990516901,0.027388999238610268,0.9753289818763733,-27.030426025390625,8.86713695526123,9.209095001220703,0.027748508378863335,-0.025192290544509888,-2.823237180709839,-0.0005684439092874527,-0.0013058660551905632,-0.00039874203503131866,raspberrypi,59348.515,2025-12-17T15:29:08.524Z
694aa4f0446f6baaf8019275,2025-12-23T14:19:28.754Z,0.02433899976313114,0.027327999472618103,0.9749630093574524,-29.09754180908203,9.118109703063965,7.61927604675293,0.027772365137934685,-0.02520177699625492,-2.823680877685547,0.0009586382657289505,-0.0006949417293071747,0.0011283252388238907,raspberrypi,59348.536,2025-12-17T15:29:08.544Z
694aa4f0446f6baaf801927a,2025-12-23T14:19:28.755Z,0.02525399997830391,0.02769399993121624,0.9752680063247681,-30.75123405456543,8.075687408447266,6.495820999145508,0.02776690013706684,-0.025223521515727043,-2.8250386714935303,-0.0008738837204873562,-0.0003894772380590439,0.00021200906485319138,raspberrypi,59348.557,2025-12-17T15:29:08.564Z
694aa4f0446f6baaf801927e,2025-12-23T14:19:28.756Z,0.02470500022172928,0.028730999678373337,0.9745360016822815,-26.048587799072266,7.2417497634887695,5.597056865692139,0.02774791419506073,-0.025245994329452515,-2.8261077404022217,-0.0027062520384788513,-0.0010002581402659416,-0.0007042288780212402,raspberrypi,59348.578,2025-12-17T15:29:08.583Z
694aa4f0446f6baaf8019283,2025-12-23T14:19:28.757Z,0.02391199953854084,0.027633000165224075,0.9747189879417419,-22.286470413208008,6.574599742889404,4.878045558929443,0.027748415246605873,-0.025257933884859085,-2.8268086910247803,-0.0005681766197085381,-0.0013055810704827309,0.000822865404188633,raspberrypi,59348.6,2025-12-17T15:29:08.605Z
694aa4f0446f6baaf8019287,2025-12-23T14:19:28.758Z,0.022935999557375908,0.02714500017464161,0.9748409986495972,-24.703176498413086,8.168879508972168,10.334036827087402,0.027740130200982094,-0.025223858654499054,-2.8270177841186523,-0.0005681291222572327,-0.00008384324610233307,-0.0016204603016376495,raspberrypi,59348.621,2025-12-17T15:29:08.624Z
694aa4f0446f6baaf801928c,2025-12-23T14:19:28.759Z,0.024217000231146812,0.02769399993121624,0.9744749665260315,-26.63654136657715,9.444303512573242,14.698829650878906,0.027729850262403488,-0.025254422798752785,-2.8268496990203857,-0.0011788951233029366,-0.0019162781536579132,0.0005175257101655006,raspberrypi,59348.642,2025-12-17T15:29:08.645Z
