_id,timestamp,message.accel[0],message.accel[1],message.accel[2],message.compass[0],message.compass[1],message.compass[2],message.fusionPose[0],message.fusionPose[1],message.fusionPose[2],message.gyro[0],message.gyro[1],message.gyro[2],message.hostname,message.timecode,message.timestamp
694a9de682c127c4a9099a63,2025-12-23T13:49:26.680Z,0.022935999557375908,0.026839999482035637,0.9755730032920837,-6.878444194793701,10.868132591247559,10.24208927154541,0.02780551090836525,-0.02327800914645195,-1.9843318462371826,-0.00194556824862957,0.00010187085717916489,-0.0013600047677755356,raspberrypi,57546.726,2025-12-17T14:59:06.735Z
694a9de782c127c4a9099a69,2025-12-23T13:49:27.181Z,0.024643998593091965,0.025558998808264732,0.9750849604606628,-7.336755275726318,10.472506523132324,14.040071487426758,0.02776649221777916,-0.02332424186170101,-1.9890673160552979,-0.00011296290904283524,-0.0005089519545435905,0.0007779588922858238,raspberrypi,57546.747,2025-12-17T14:59:06.756Z
694a9de782c127c4a9099a6c,2025-12-23T13:49:27.182Z,0.02159399911761284,0.026778999716043472,0.9727669954299927,-7.703404426574707,10.156004905700684,8.47685718536377,0.027761397883296013,-0.023281946778297424,-1.9941142797470093,-0.00011295359581708908,0.0010181255638599396,0.0016941148787736893,raspberrypi,57546.768,2025-12-17T14:59:06.775Z
694a9de782c127c4a9099a72,2025-12-23T13:49:27.183Z,0.022326000034809113,0.025070998817682266,0.9750239849090576,-6.65272331237793,10.423604011535645,4.510685443878174,0.02777351438999176,-0.023250242695212364,-1.9972749948501587,0.002635718323290348,0.001018039882183075,-0.0007492825388908386,raspberrypi,57546.789,2025-12-17T14:59:06.797Z
694a9de782c127c4a9099a75,2025-12-23T13:49:27.184Z,0.023302000015974045,0.027327999472618103,0.9781349897384644,-5.812178611755371,10.637683868408203,1.3377481698989868,0.02774389274418354,-0.023235367611050606,-1.9988353252410889,-0.0016402006149291992,0.0013233618810772896,-0.0001384057104587555,raspberrypi,57546.81,2025-12-17T14:59:06.815Z
694a9de782c127c4a9099a7b,2025-12-23T13:49:27.185Z,0.02336299978196621,0.028669999912381172,0.9775859713554382,-4.809342861175537,10.540146827697754,9.150999069213867,0.0277426615357399,-0.02326519973576069,-1.9993765354156494,-0.0016400627791881561,-0.0008145971223711967,0.0007778266444802284,raspberrypi,57546.831,2025-12-17T14:59:06.836Z
694a9de782c127c4a9099a7e,2025-12-23T13:49:27.185Z,0.022508999332785606,0.028060000389814377,0.9727669954299927,-4.007074356079102,10.462117195129395,15.401599884033203,0.02779858559370041,-0.023253971710801125,-1.9990415573120117,0.0017195520922541618,0.00040709786117076874,-0.00044386647641658783,raspberrypi,57546.852,2025-12-17T14:59:06.855Z
694a9de782c127c4a9099a84,2025-12-23T13:49:27.186Z,0.022508999332785606,0.025436999276280403,0.9722179770469666,-3.3652594089508057,10.399693489074707,20.402080535888672,0.027812056243419647,-0.023232251405715942,-1.9979153871536255,0.0023302212357521057,0.0010178778320550919,-0.0004438292235136032,raspberrypi,57546.873,2025-12-17T14:59:06.878Z
694a9de782c127c4a9099a87,2025-12-23T13:49:27.187Z,0.02214299887418747,0.02659599855542183,0.9739869832992554,-6.239807605743408,12.113755226135254,14.190864562988281,0.027776941657066345,-0.02322457917034626,-1.9996261596679688,-0.001334858126938343,-0.00020383577793836594,-0.001970827579498291,raspberrypi,57546.894,2025-12-17T14:59:06.895Z
694a9de782c127c4a9099a8d,2025-12-23T13:49:27.188Z,0.02336299978196621,0.025436999276280403,0.9744139909744263,-8.539445877075195,13.485004425048828,9.221891403198242,0.0277339369058609,-0.02322882041335106,-2.0027430057525635,-0.00041852518916130066,0.0004069944843649864,0.00016718637198209763,raspberrypi,57546.915,2025-12-17T14:59:06.917Z
