_id,timestamp,message.hostname,message.pose.H[0][0],message.pose.H[0][1],message.pose.H[0][2],message.pose.H[0][3],message.pose.H[1][0],message.pose.H[1][1],message.pose.H[1][2],message.pose.H[1][3],message.pose.H[2][0],message.pose.H[2][1],message.pose.H[2][2],message.pose.H[2][3],message.pose.H[3][0],message.pose.H[3][1],message.pose.H[3][2],message.pose.H[3][3],message.pose.R[0][0],message.pose.R[0][1],message.pose.R[0][2],message.pose.R[1][0],message.pose.R[1][1],message.pose.R[1][2],message.pose.R[2][0],message.pose.R[2][1],message.pose.R[2][2],message.pose.attitude[0][0],message.pose.attitude[0][1],message.pose.attitude[0][2],message.pose.attitude_along_z,message.pose.attitude_deg[0][0],message.pose.attitude_deg[0][1],message.pose.attitude_deg[0][2],message.pose.position[0][0],message.pose.position[0][1],message.pose.position[0][2],message.timecode,message.timestamp
6932f3a2677aab36f20381da,2025-12-05T15:00:50.723Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76953.905,2025-11-26T20:22:33.906Z
6932f3a2677aab36f20381e2,2025-12-05T15:00:50.724Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76953.936,2025-11-26T20:22:33.945Z
6932f3a2677aab36f20381ea,2025-12-05T15:00:50.725Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76953.978,2025-11-26T20:22:33.987Z
6932f3a2677aab36f20381f2,2025-12-05T15:00:50.726Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.021,2025-11-26T20:22:34.027Z
6932f3a2677aab36f20381fb,2025-12-05T15:00:50.728Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.073,2025-11-26T20:22:34.074Z
6932f3a2677aab36f2038202,2025-12-05T15:00:50.729Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.105,2025-11-26T20:22:34.107Z
6932f3a2677aab36f2038209,2025-12-05T15:00:50.730Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.136,2025-11-26T20:22:34.147Z
6932f3a2677aab36f2038211,2025-12-05T15:00:50.732Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.178,2025-11-26T20:22:34.187Z
6932f3a2677aab36f2038219,2025-12-05T15:00:50.734Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.221,2025-11-26T20:22:34.227Z
6932f3a2677aab36f2038221,2025-12-05T15:00:50.736Z,raspberrypi,0.9999274293976054,-0.012047237787020073,0,-0.0007250430805864072,0.012047237787020045,0.9999274293976053,0,-0.0004960820247977005,0,0,1,0,0,0,0,1,0.9999274293976054,-0.012047237787020073,0,0.012047237787020045,0.9999274293976053,0,0,0,1,0,0,0.012047529220581,0.012047529220580997,0,0,0.6902725778998255,-0.0007250430805864072,-0.0004960820247977005,0,76954.263,2025-11-26T20:22:34.269Z
6932f3a2677aab36f203822a,2025-12-05T15:00:50.738Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.305,2025-11-26T20:22:34.310Z
6932f3a2677aab36f2038231,2025-12-05T15:00:50.739Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.347,2025-11-26T20:22:34.349Z
6932f3a2677aab36f2038239,2025-12-05T15:00:50.741Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.389,2025-11-26T20:22:34.390Z
6932f3a2677aab36f2038241,2025-12-05T15:00:50.742Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.421,2025-11-26T20:22:34.430Z
6932f3a2677aab36f2038249,2025-12-05T15:00:50.744Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.463,2025-11-26T20:22:34.468Z
6932f3a2677aab36f2038251,2025-12-05T15:00:50.747Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.505,2025-11-26T20:22:34.507Z
6932f3a2677aab36f2038259,2025-12-05T15:00:50.792Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.547,2025-11-26T20:22:34.551Z
6932f3a2677aab36f2038261,2025-12-05T15:00:50.828Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.578,2025-11-26T20:22:34.588Z
6932f3a2677aab36f2038269,2025-12-05T15:00:50.868Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.621,2025-11-26T20:22:34.628Z
6932f3a2677aab36f2038271,2025-12-05T15:00:50.917Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.663,2025-11-26T20:22:34.670Z
6932f3a2677aab36f2038279,2025-12-05T15:00:50.950Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.705,2025-11-26T20:22:34.709Z
6932f3a2677aab36f2038281,2025-12-05T15:00:50.991Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.747,2025-11-26T20:22:34.751Z
6932f3a3677aab36f2038289,2025-12-05T15:00:51.032Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.789,2025-11-26T20:22:34.792Z
6932f3a3677aab36f2038291,2025-12-05T15:00:51.073Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.831,2025-11-26T20:22:34.832Z
6932f3a3677aab36f2038299,2025-12-05T15:00:51.114Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.863,2025-11-26T20:22:34.873Z
6932f3a3677aab36f20382a0,2025-12-05T15:00:51.152Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.905,2025-11-26T20:22:34.911Z
6932f3a3677aab36f20382a9,2025-12-05T15:00:51.199Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.957,2025-11-26T20:22:34.958Z
6932f3a3677aab36f20382b1,2025-12-05T15:00:51.236Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76954.989,2025-11-26T20:22:34.996Z
6932f3a3677aab36f20382b8,2025-12-05T15:00:51.272Z,raspberrypi,0.9999274293976054,-0.012047237787020073,0,-0.0007250430805864072,0.012047237787020045,0.9999274293976053,0,-0.0004960820247977005,0,0,1,0,0,0,0,1,0.9999274293976054,-0.012047237787020073,0,0.012047237787020045,0.9999274293976053,0,0,0,1,0,0,0.012047529220581,0.012047529220580997,0,0,0.6902725778998255,-0.0007250430805864072,-0.0004960820247977005,0,76955.021,2025-11-26T20:22:35.031Z
6932f3a3677aab36f20382c0,2025-12-05T15:00:51.311Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.063,2025-11-26T20:22:35.071Z
6932f3a3677aab36f20382c8,2025-12-05T15:00:51.352Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.105,2025-11-26T20:22:35.112Z
6932f3a3677aab36f20382d0,2025-12-05T15:00:51.394Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.147,2025-11-26T20:22:35.154Z
6932f3a3677aab36f20382d8,2025-12-05T15:00:51.439Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.189,2025-11-26T20:22:35.194Z
6932f3a3677aab36f20382e0,2025-12-05T15:00:51.473Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.231,2025-11-26T20:22:35.233Z
6932f3a3677aab36f20382e7,2025-12-05T15:00:51.511Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.263,2025-11-26T20:22:35.270Z
6932f3a3677aab36f20382ef,2025-12-05T15:00:51.551Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.305,2025-11-26T20:22:35.310Z
6932f3a3677aab36f20382f7,2025-12-05T15:00:51.592Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.347,2025-11-26T20:22:35.351Z
6932f3a3677aab36f2038300,2025-12-05T15:00:51.634Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.389,2025-11-26T20:22:35.393Z
6932f3a3677aab36f2038307,2025-12-05T15:00:51.672Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.431,2025-11-26T20:22:35.432Z
6932f3a3677aab36f2038310,2025-12-05T15:00:51.718Z,raspberrypi,0.9999274293976054,-0.012047237787020073,0,-0.0007250430805864072,0.012047237787020045,0.9999274293976053,0,-0.0004960820247977005,0,0,1,0,0,0,0,1,0.9999274293976054,-0.012047237787020073,0,0.012047237787020045,0.9999274293976053,0,0,0,1,0,0,0.012047529220581,0.012047529220580997,0,0,0.6902725778998255,-0.0007250430805864072,-0.0004960820247977005,0,76955.473,2025-11-26T20:22:35.477Z
6932f3a3677aab36f2038316,2025-12-05T15:00:51.751Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.505,2025-11-26T20:22:35.511Z
6932f3a3677aab36f2038320,2025-12-05T15:00:51.795Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.547,2025-11-26T20:22:35.555Z
6932f3a3677aab36f2038326,2025-12-05T15:00:51.832Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.589,2025-11-26T20:22:35.592Z
6932f3a3677aab36f203832e,2025-12-05T15:00:51.872Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.631,2025-11-26T20:22:35.632Z
6932f3a3677aab36f2038336,2025-12-05T15:00:51.912Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.663,2025-11-26T20:22:35.672Z
6932f3a3677aab36f203833f,2025-12-05T15:00:51.955Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.705,2025-11-26T20:22:35.714Z
6932f3a3677aab36f2038347,2025-12-05T15:00:51.995Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.747,2025-11-26T20:22:35.754Z
6932f3a4677aab36f203834e,2025-12-05T15:00:52.032Z,raspberrypi,1,-1.8019319628016332e-17,0,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,0,1,0,0,0,0,1,1,-1.8019319628016332e-17,0,-1.8019319628016332e-17,1.0000000000000002,0,0,0,1,0,0,-1.801931962801633e-17,-1.8019319628016332e-17,0,0,-1.0324309643825802e-15,0,0,0,76955.789,2025-11-26T20:22:35.792Z
